ID,Admitted
ID_004013,0
ID_004014,0
ID_004015,0
ID_004016,0
ID_004017,0
ID_004018,0
ID_004019,0
ID_004020,0
ID_004021,0
ID_004022,0
ID_004023,0
ID_004024,0
ID_004025,0
ID_004026,0
ID_004027,0
ID_004028,0
ID_004029,0
ID_004030,0
ID_004031,0
ID_004032,0
ID_004033,0
ID_004034,0
ID_004035,0
ID_004036,0
ID_004037,0
ID_004038,0
ID_004039,0
ID_004040,0
ID_004041,0
ID_004042,0
ID_004043,0
ID_004044,0
ID_004045,0
ID_004046,0
ID_004047,0
ID_004048,0
ID_004049,0
ID_004050,0
ID_004051,0
ID_004052,0
ID_004053,0
ID_004054,0
ID_004055,0
ID_004056,0
ID_004057,0
ID_004058,0
ID_004059,0
ID_004060,0
ID_004061,0
ID_004062,0
ID_004063,0
ID_004064,0
ID_004065,0
ID_004066,0
ID_004067,0
ID_004068,0
ID_004069,0
ID_004070,0
ID_004071,0
ID_004072,0
ID_004073,0
ID_004074,0
ID_004075,0
ID_004076,0
ID_004077,0
ID_004078,0
ID_004079,0
ID_004080,0
ID_004081,0
ID_004082,0
ID_004083,0
ID_004084,0
ID_004085,0
ID_004086,0
ID_004087,0
ID_004088,0
ID_004089,0
ID_004090,0
ID_004091,0
ID_004092,0
ID_004093,0
ID_004094,0
ID_004095,0
ID_004096,0
ID_004097,0
ID_004098,0
ID_004099,0
ID_004100,0
ID_004101,0
ID_004102,0
ID_004103,0
ID_004104,0
ID_004105,0
ID_004106,0
ID_004107,0
ID_004108,0
ID_004109,0
ID_004110,0
ID_004111,0
ID_004112,0
ID_004113,0
ID_004114,0
ID_004115,0
ID_004116,0
ID_004117,0
ID_004118,0
ID_004119,0
ID_004120,0
ID_004121,0
ID_004122,0
ID_004123,0
ID_004124,0
ID_004125,0
ID_004126,0
ID_004127,0
ID_004128,0
ID_004129,0
ID_004130,0
ID_004131,0
ID_004132,0
ID_004133,0
ID_004134,0
ID_004135,0
ID_004136,0
ID_004137,0
ID_004138,0
ID_004139,0
ID_004140,0
ID_004141,0
ID_004142,0
ID_004143,0
ID_004144,0
ID_004145,0
ID_004146,0
ID_004147,0
ID_004148,0
ID_004149,0
ID_004150,0
ID_004151,0
ID_004152,0
ID_004153,0
ID_004154,0
ID_004155,0
ID_004156,0
ID_004157,0
ID_004158,0
ID_004159,0
ID_004160,0
ID_004161,0
ID_004162,0
ID_004163,0
ID_004164,0
ID_004165,0
ID_004166,0
ID_004167,0
ID_004168,0
ID_004169,0
ID_004170,0
ID_004171,0
ID_004172,0
ID_004173,0
ID_004174,0
ID_004175,0
ID_004176,0
ID_004177,0
ID_004178,0
ID_004179,0
ID_004180,0
ID_004181,0
ID_004182,0
ID_004183,0
ID_004184,0
ID_004185,0
ID_004186,0
ID_004187,0
ID_004188,0
ID_004189,0
ID_004190,0
ID_004191,0
ID_004192,0
ID_004193,0
ID_004194,0
ID_004195,0
ID_004196,0
ID_004197,0
ID_004198,0
ID_004199,0
ID_004200,0
ID_004201,0
ID_004202,0
ID_004203,0
ID_004204,0
ID_004205,0
ID_004206,0
ID_004207,0
ID_004208,0
ID_004209,0
ID_004210,0
ID_004211,0
ID_004212,0
ID_004213,0
ID_004214,0
ID_004215,0
ID_004216,0
ID_004217,0
ID_004218,0
ID_004219,0
ID_004220,0
ID_004221,0
ID_004222,0
ID_004223,0
ID_004224,0
ID_004225,0
ID_004226,0
ID_004227,0
ID_004228,0
ID_004229,0
ID_004230,0
ID_004231,0
ID_004232,0
ID_004233,0
ID_004234,0
ID_004235,0
ID_004236,0
ID_004237,0
ID_004238,0
ID_004239,0
ID_004240,0
ID_004241,0
ID_004242,0
ID_004243,0
ID_004244,0
ID_004245,0
ID_004246,0
ID_004247,0
ID_004248,0
ID_004249,0
ID_004250,0
ID_004251,0
ID_004252,0
ID_004253,0
ID_004254,0
ID_004255,0
ID_004256,0
ID_004257,0
ID_004258,0
ID_004259,0
ID_004260,0
ID_004261,0
ID_004262,0
ID_004263,0
ID_004264,0
ID_004265,0
ID_004266,0
ID_004267,0
ID_004268,0
ID_004269,0
ID_004270,0
ID_004271,0
ID_004272,0
ID_004273,0
ID_004274,0
ID_004275,0
ID_004276,0
ID_004277,0
ID_004278,0
ID_004279,0
ID_004280,0
ID_004281,0
ID_004282,0
ID_004283,0
ID_004284,0
ID_004285,0
ID_004286,0
ID_004287,0
ID_004288,0
ID_004289,0
ID_004290,0
ID_004291,0
ID_004292,0
ID_004293,0
ID_004294,0
ID_004295,0
ID_004296,0
ID_004297,0
ID_004298,0
ID_004299,0
ID_004300,0
ID_004301,0
ID_004302,0
ID_004303,0
ID_004304,0
ID_004305,0
ID_004306,0
ID_004307,0
ID_004308,0
ID_004309,0
ID_004310,0
ID_004311,0
ID_004312,0
ID_004313,0
ID_004314,0
ID_004315,0
ID_004316,0
ID_004317,0
ID_004318,0
ID_004319,0
ID_004320,0
ID_004321,0
ID_004322,0
ID_004323,0
ID_004324,0
ID_004325,0
ID_004326,0
ID_004327,0
ID_004328,0
ID_004329,0
ID_004330,0
ID_004331,0
ID_004332,0
ID_004333,0
ID_004334,0
ID_004335,0
ID_004336,0
ID_004337,0
ID_004338,0
ID_004339,0
ID_004340,0
ID_004341,0
ID_004342,0
ID_004343,0
ID_004344,0
ID_004345,0
ID_004346,0
ID_004347,0
ID_004348,0
ID_004349,0
ID_004350,0
ID_004351,0
ID_004352,0
ID_004353,0
ID_004354,0
ID_004355,0
ID_004356,0
ID_004357,0
ID_004358,0
ID_004359,0
ID_004360,0
ID_004361,0
ID_004362,0
ID_004363,0
ID_004364,0
ID_004365,0
ID_004366,0
ID_004367,0
ID_004368,0
ID_004369,0
ID_004370,0
ID_004371,0
ID_004372,0
ID_004373,0
ID_004374,0
ID_004375,0
ID_004376,0
ID_004377,0
ID_004378,0
ID_004379,0
ID_004380,0
ID_004381,0
ID_004382,0
ID_004383,0
ID_004384,0
ID_004385,0
ID_004386,0
ID_004387,0
ID_004388,0
ID_004389,0
ID_004390,0
ID_004391,0
ID_004392,0
ID_004393,0
ID_004394,0
ID_004395,0
ID_004396,0
ID_004397,0
ID_004398,0
ID_004399,0
ID_004400,0
ID_004401,0
ID_004402,0
ID_004403,0
ID_004404,0
ID_004405,0
ID_004406,0
ID_004407,0
ID_004408,0
ID_004409,0
ID_004410,0
ID_004411,0
ID_004412,0
ID_004413,0
ID_004414,0
ID_004415,0
ID_004416,0
ID_004417,0
ID_004418,0
ID_004419,0
ID_004420,0
ID_004421,0
ID_004422,0
ID_004423,0
ID_004424,0
ID_004425,0
ID_004426,0
ID_004427,0
ID_004428,0
ID_004429,0
ID_004430,0
ID_004431,0
ID_004432,0
ID_004433,0
ID_004434,0
ID_004435,0
ID_004436,0
ID_004437,0
ID_004438,0
ID_004439,0
ID_004440,0
ID_004441,0
ID_004442,0
ID_004443,0
ID_004444,0
ID_004445,0
ID_004446,0
ID_004447,0
ID_004448,0
ID_004449,0
ID_004450,0
ID_004451,0
ID_004452,0
ID_004453,0
ID_004454,0
ID_004455,0
ID_004456,0
ID_004457,0
ID_004458,0
ID_004459,0
ID_004460,0
ID_004461,0
ID_004462,0
ID_004463,0
ID_004464,0
ID_004465,0
ID_004466,0
ID_004467,0
ID_004468,0
ID_004469,0
ID_004470,0
ID_004471,0
ID_004472,0
ID_004473,0
ID_004474,0
ID_004475,0
ID_004476,0
ID_004477,0
ID_004478,0
ID_004479,0
ID_004480,0
ID_004481,0
ID_004482,0
ID_004483,0
ID_004484,0
ID_004485,0
ID_004486,0
ID_004487,0
ID_004488,0
ID_004489,0
ID_004490,0
ID_004491,0
ID_004492,0
ID_004493,0
ID_004494,0
ID_004495,0
ID_004496,0
ID_004497,0
ID_004498,0
ID_004499,0
ID_004500,0
